"analog_libid","analog_name","drug_ccmsid","analog_mgf_scan","chemical_source","cleanup_name","broad_pert_iname","Kine_FDA_drug_class","Kine_broad_disease_area","Kine_broad_indication","Kine_broad_moa","inchikey"
"CCMSLIB00012724911","related spectra of 'Massbank:EA282109 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:15.995)'","CCMSLIB00000211519",2551,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724912","related spectra of 'Massbank:EA282110 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:-4.031)'","CCMSLIB00000211521",2552,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724913","related spectra of 'Massbank:EA282110 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:-0.984)'","CCMSLIB00000211521",2553,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724914","related spectra of 'Massbank:EA282110 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:0.984)'","CCMSLIB00000211521",2554,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724915","related spectra of 'Massbank:EA282110 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:1.003)'","CCMSLIB00000211521",2555,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724916","related spectra of 'Massbank:EA282110 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:15.995)'","CCMSLIB00000211521",2556,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724917","related spectra of 'Massbank:EA282111 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:0.984)'","CCMSLIB00000211523",2557,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724918","related spectra of 'Massbank:EA282111 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:13.98)'","CCMSLIB00000211523",2558,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724919","related spectra of 'Massbank:EA282111 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:15.995)'","CCMSLIB00000211523",2559,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724920","related spectra of 'Massbank:EA282112 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:-28.031)'","CCMSLIB00000211525",2560,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724921","related spectra of 'Massbank:EA282112 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:-4.031)'","CCMSLIB00000211525",2561,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724922","related spectra of 'Massbank:EA282112 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:1.003)'","CCMSLIB00000211525",2562,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724923","related spectra of 'Massbank:EA282112 Amitriptyline|3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethyl-1-propanamine (Delta Mass:15.995)'","CCMSLIB00000211525",2563,"Drug_suspect|Background/QAQC","amitriptyline","amitriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|chronic pain","norepinephrine reuptake inhibitor|serotonin reuptake inhibitor","KRMDCWKBEZIMAB-UHFFFAOYSA-N"
"CCMSLIB00012724924","related spectra of 'Massbank:EA282407 Dextromethorphan|DXM|(14alpha)-3-Methoxy-17-methylmorphinan (Delta Mass:15.995)'","CCMSLIB00000211598",2564,"Drug_suspect","dextromethorphan","dextromethorphan","uncompetitive NMDA receptor antagonist|sigma-1 agonist","pulmonary","cough suppressant","glutamate receptor antagonist|sigma receptor agonist","MKXZASYAUGDDCJ-KBAYOESNSA-N"
"CCMSLIB00012724925","related spectra of 'Massbank:EA282603 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:1.993)'","CCMSLIB00000211643",2565,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724926","related spectra of 'Massbank:EA282603 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:12.0)'","CCMSLIB00000211643",2566,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724927","related spectra of 'Massbank:EA282605 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:1.978)'","CCMSLIB00000211647",2567,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724928","related spectra of 'Massbank:EA282605 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:1.993)'","CCMSLIB00000211647",2568,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724929","related spectra of 'Massbank:EA282611 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:2.004)'","CCMSLIB00000211660",2569,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724930","related spectra of 'Massbank:EA282611 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:13.98)'","CCMSLIB00000211660",2570,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724931","related spectra of 'Massbank:EA282611 Ketamine|2-(2-chlorophenyl)-2-(methylamino)-1-cyclohexanone (Delta Mass:15.995)'","CCMSLIB00000211660",2571,"Drug_suspect","ketamine","no_match","general anesthetic","neurology/psychiatry","anesthesia","NMDA receptor antagonist","YQEZLKZALYSWHR-UHFFFAOYSA-N"
"CCMSLIB00012724932","related spectra of 'Massbank:EQ022902 Octocrylene|[(2R)-2-ethylhexyl] 2-cyano-3,3-diphenylprop-2-enoate (Delta Mass:17.027)'","CCMSLIB00005734697",2572,"Drug_suspect","octocrylene","octocrylene","no_match","dermatology","sunscreen lotion",NA,"FMJSMJQBSVNSBF-LJQANCHMSA-N"
"CCMSLIB00012724933","related spectra of 'Massbank:EQ022903 Octocrylene|[(2R)-2-ethylhexyl] 2-cyano-3,3-diphenylprop-2-enoate (Delta Mass:17.027)'","CCMSLIB00005734462",2573,"Drug_suspect","octocrylene","octocrylene","no_match","dermatology","sunscreen lotion",NA,"FMJSMJQBSVNSBF-LJQANCHMSA-N"
"CCMSLIB00012724934","related spectra of 'Massbank:EQ022903 Octocrylene|[(2R)-2-ethylhexyl] 2-cyano-3,3-diphenylprop-2-enoate (Delta Mass:30.01)'","CCMSLIB00005734462",2574,"Drug_suspect","octocrylene","octocrylene","no_match","dermatology","sunscreen lotion",NA,"FMJSMJQBSVNSBF-LJQANCHMSA-N"
"CCMSLIB00012724935","related spectra of 'Massbank:EQ279402 Losartan|[2-butyl-5-chloranyl-3-[[4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl]methyl]imidazol-4-yl]methanol (Delta Mass:15.995)'","CCMSLIB00005736096",2575,"Drug_suspect","losartan","losartan","angiotensin II receptor blocker","cardiology|nephrology","hypertension|diabetic nephropathy","angiotensin receptor antagonist","PSIFNNKUMBGKDQ-UHFFFAOYSA-N"
"CCMSLIB00012724789","related spectra of 'Massbank:AU219204 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate (Delta Mass:-15.979)'","CCMSLIB00005775952",2429,"Drug_suspect","ritonavir","ritonavir","HIV protease inhibitor","infectious disease","human immunodeficiency virus (HIV-1)","HIV protease inhibitor","NCDNCNXCDXHOMX-XGKFQTDJSA-N"
"CCMSLIB00012724790","related spectra of 'Massbank:AU219204 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate (Delta Mass:15.995)'","CCMSLIB00005775952",2430,"Drug_suspect","ritonavir","ritonavir","HIV protease inhibitor","infectious disease","human immunodeficiency virus (HIV-1)","HIV protease inhibitor","NCDNCNXCDXHOMX-XGKFQTDJSA-N"
"CCMSLIB00012724791","related spectra of 'Massbank:AU219204 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate (Delta Mass:176.032)'","CCMSLIB00005775952",2431,"Drug_suspect","ritonavir","ritonavir","HIV protease inhibitor","infectious disease","human immunodeficiency virus (HIV-1)","HIV protease inhibitor","NCDNCNXCDXHOMX-XGKFQTDJSA-N"
"CCMSLIB00012724792","related spectra of 'Massbank:AU219234 Ritonavir|1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate (Delta Mass:-14.016)'","CCMSLIB00005774145",2432,"Drug_suspect","ritonavir","ritonavir","HIV protease inhibitor","infectious disease","human immunodeficiency virus (HIV-1)","HIV protease inhibitor","NCDNCNXCDXHOMX-XGKFQTDJSA-N"
"CCMSLIB00012724808","related spectra of 'Massbank:AU228803 Lopinavir|(2S)-N-[(2S,4S,5S)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide (Delta Mass:-2.016)'","CCMSLIB00005775758",2448,"Drug_suspect","lopinavir","lopinavir","HIV protease inhibitor","infectious disease","human immunodeficiency virus (HIV-1)","HIV protease inhibitor","KJHKTHWMRKYKJE-SUGCFTRWSA-N"
"CCMSLIB00012724941","related spectra of 'Massbank:EQ301701 Diltiazem|1,5-Benzothiazepin-4(5H)-one, 3-(acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-, (2S-cis)-|[5-(2-dimethylaminoethyl)-2-(4-methoxyphenyl)-4-oxidanylidene-2,3-dihydro-1 (Delta Mass:-42.01)'","CCMSLIB00005730493",2581,"Drug_suspect","diltiazem","diltiazem","nondihydropyridine calcium channel blocker","cardiology","hypertension|angina pectoris","calcium channel blocker","HSUGRBWQSSZJOP-UHFFFAOYSA-N"
"CCMSLIB00012724942","related spectra of 'Massbank:EQ301701 Diltiazem|1,5-Benzothiazepin-4(5H)-one, 3-(acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-, (2S-cis)-|[5-(2-dimethylaminoethyl)-2-(4-methoxyphenyl)-4-oxidanylidene-2,3-dihydro-1 (Delta Mass:-14.016)'","CCMSLIB00005730493",2582,"Drug_suspect","diltiazem","diltiazem","nondihydropyridine calcium channel blocker","cardiology","hypertension|angina pectoris","calcium channel blocker","HSUGRBWQSSZJOP-UHFFFAOYSA-N"
"CCMSLIB00012724943","related spectra of 'Massbank:EQ301702 Diltiazem|1,5-Benzothiazepin-4(5H)-one, 3-(acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-, (2S-cis)-|[5-(2-dimethylaminoethyl)-2-(4-methoxyphenyl)-4-oxidanylidene-2,3-dihydro-1 (Delta Mass:-14.016)'","CCMSLIB00005736434",2583,"Drug_suspect","diltiazem","diltiazem","nondihydropyridine calcium channel blocker","cardiology","hypertension|angina pectoris","calcium channel blocker","HSUGRBWQSSZJOP-UHFFFAOYSA-N"
"CCMSLIB00012724944","related spectra of 'Massbank:EQ301702 Diltiazem|1,5-Benzothiazepin-4(5H)-one, 3-(acetyloxy)-5-[2-(dimethylamino)ethyl]-2,3-dihydro-2-(4-methoxyphenyl)-, (2S-cis)-|[5-(2-dimethylaminoethyl)-2-(4-methoxyphenyl)-4-oxidanylidene-2,3-dihydro-1 (Delta Mass:15.995)'","CCMSLIB00005736434",2584,"Drug_suspect","diltiazem","diltiazem","nondihydropyridine calcium channel blocker","cardiology","hypertension|angina pectoris","calcium channel blocker","HSUGRBWQSSZJOP-UHFFFAOYSA-N"
"CCMSLIB00012724945","related spectra of 'Massbank:EQ307052 Chloramphenicol|CLM|2,2-bis(chloranyl)-N-[(1R,2R)-1-(4-nitrophenyl)-1,3-bis(oxidanyl)propan-2-yl]ethanamide (Delta Mass:3.995)'","CCMSLIB00005736199",2585,"Drug_suspect","chloramphenicol","chloramphenicol","amphenicol class antibacterial","infectious disease","meningitis|cholera|bacterial conjunctivitis","bacterial 50S ribosomal subunit inhibitor","WIIZWVCIJKGZOK-RKDXNWHRSA-N"
"CCMSLIB00012724946","related spectra of 'Massbank:EQ307304 Ofloxacin|DL-8280 (Delta Mass:-43.99)'","CCMSLIB00005732545",2586,"Drug_suspect","ofloxacin","levofloxacin","fluoroquinolone antimicrobial","infectious disease","pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague|gram-negative bacterial infections|gram-positive bacterial infections","bacterial DNA gyrase inhibitor","GSDSWSVVBLHKDQ-UHFFFAOYSA-N"
"CCMSLIB00012724947","related spectra of 'Massbank:EQ307304 Ofloxacin|DL-8280 (Delta Mass:-14.016)'","CCMSLIB00005732545",2587,"Drug_suspect","ofloxacin","levofloxacin","fluoroquinolone antimicrobial","infectious disease","pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague|gram-negative bacterial infections|gram-positive bacterial infections","bacterial DNA gyrase inhibitor","GSDSWSVVBLHKDQ-UHFFFAOYSA-N"
"CCMSLIB00012724948","related spectra of 'Massbank:EQ307703 Spiramycin|2-[(4R,5S,6S,7R,9R,10R,16R)-6-[4-(dimethylamino)-5-[4,6-dimethyl-4,5-bis(oxidanyl)oxan-2-yl]oxy-6-methyl-3-oxidanyl-oxan-2-yl]oxy-10-[5-(dimethylamino)-6-methyl-oxan-2-yl]oxy-5-methoxy-9,16 (Delta Mass:12.0)'","CCMSLIB00005731826",2588,"Drug_suspect","spiramycin","spiramycin","macrolide antimicrobial","infectious disease","toxoplasmosis|soft tissue infection","bacterial 50S ribosomal subunit inhibitor","ACTOXUHEUCPTEW-JMRHEKERSA-N"
"CCMSLIB00012724949","related spectra of 'Massbank:EQ307703 Spiramycin|2-[(4R,5S,6S,7R,9R,10R,16R)-6-[4-(dimethylamino)-5-[4,6-dimethyl-4,5-bis(oxidanyl)oxan-2-yl]oxy-6-methyl-3-oxidanyl-oxan-2-yl]oxy-10-[5-(dimethylamino)-6-methyl-oxan-2-yl]oxy-5-methoxy-9,16 (Delta Mass:18.01)'","CCMSLIB00005731826",2589,"Drug_suspect","spiramycin","spiramycin","macrolide antimicrobial","infectious disease","toxoplasmosis|soft tissue infection","bacterial 50S ribosomal subunit inhibitor","ACTOXUHEUCPTEW-JMRHEKERSA-N"
"CCMSLIB00012724950","related spectra of 'Massbank:EQ308302 Amoxicillin|Amoxicillin anhydrous|(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)-1-oxoethyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid (Delta Mass:-17.026)'","CCMSLIB00005733092",2590,"Drug_suspect","amoxicillin","amoxicillin","penicillin class antibacterial","infectious disease","skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections","penicillin binding protein inhibitor","LSQZJLSUYDQPKJ-NJBDSQKTSA-N"
"CCMSLIB00012724951","related spectra of 'Massbank:EQ308352 Amoxicillin|Amoxicillin anhydrous|(2S,5R,6R)-6-[[(2R)-2-amino-2-(4-hydroxyphenyl)-1-oxoethyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid (Delta Mass:-43.99)'","CCMSLIB00005732214",2591,"Drug_suspect","amoxicillin","amoxicillin","penicillin class antibacterial","infectious disease","skin infections|duodenal ulcer disease|gonorrhea|ear infections|throat infections|genitourinary tract infections|respiratory tract infections","penicillin binding protein inhibitor","LSQZJLSUYDQPKJ-NJBDSQKTSA-N"
"CCMSLIB00012724952","related spectra of 'Massbank:EQ313701 Lansoprazole|2-[[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methylsulfinyl]-1H-benzimidazole (Delta Mass:-15.995)'","CCMSLIB00005732129",2592,"Drug_suspect","lansoprazole","dexlansoprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|gastrointestinal ulcers|Zollinger-Ellison syndrome","ATPase inhibitor","MJIHNNLFOKEZEW-UHFFFAOYSA-N"
"CCMSLIB00012724953","related spectra of 'Massbank:EQ313802 Lorazepam|2H-1,4-Benzodiazepin-2-one, 7-chloro-5-(2-chlorophenyl)-1,3-dihydro-3-hydroxy-|7-chloranyl-5-(2-chlorophenyl)-3-oxidanyl-1,3-dihydro-1,4-benzodiazepin-2-one (Delta Mass:1.993)'","CCMSLIB00005730698",2593,"Drug_suspect","lorazepam","no_match","benzodiazepine","neurology/psychiatry","anxiety|seizures|insomnia|anesthesia","GABA-A receptor agonist","DIWRORZWFLOCLC-UHFFFAOYSA-N"
"CCMSLIB00012724954","related spectra of 'Massbank:EQ314001 Nystatin|(1S,3R,4R,7R,9R,11R,15S,16R,17R,18S,19E,21E,25E,27E,29E,31E,33R,35S,36R,37S)-33-[(3-Amino-3,6-dideoxy-?-D-mannopyranosyl)oxy]-1,3,4,7,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-di (Delta Mass:14.016)'","CCMSLIB00005730009",2594,"Drug_suspect","nystatin","nystatin","polyene antifungal","infectious disease","esophageal candidiasis|skin candida|yeast infection|oral candidiasis","fungal ergosterol inhibitor","VQOXZBDYSJBXMA-UHFFFAOYSA-N"
"CCMSLIB00012724955","related spectra of 'Massbank:EQ320603 Nafcillin|(2S,5R,6R)-6-[(2-ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid (Delta Mass:18.01)'","CCMSLIB00005733626",2595,"Drug_suspect","nafcillin","nafcillin","penicillin class antibacterial","infectious disease","gram-positive bacterial infections","bacterial cell wall synthesis inhibitor","GPXLMGHLHQJAGZ-JTDSTZFVSA-N"
"CCMSLIB00012724956","related spectra of 'Massbank:EQ327302 Pramoxine|4-[3-(4-butoxyphenoxy)propyl]morpholine (Delta Mass:15.995)'","CCMSLIB00005735097",2596,"Drug_suspect","pramoxine","pramoxine","anesthetics for topical use","neurology/psychiatry","local anesthetic","topical anesthetic","DQKXQSGTHWVTAD-UHFFFAOYSA-N"
"CCMSLIB00012724957","related spectra of 'Massbank:EQ327302 Pramoxine|4-[3-(4-butoxyphenoxy)propyl]morpholine (Delta Mass:29.974)'","CCMSLIB00005735097",2597,"Drug_suspect","pramoxine","pramoxine","anesthetics for topical use","neurology/psychiatry","local anesthetic","topical anesthetic","DQKXQSGTHWVTAD-UHFFFAOYSA-N"
"CCMSLIB00012724809","related spectra of 'Massbank:AU228804 Lopinavir|(2S)-N-[(2S,4S,5S)-5-[[2-(2,6-dimethylphenoxy)acetyl]amino]-4-hydroxy-1,6-diphenylhexan-2-yl]-3-methyl-2-(2-oxo-1,3-diazinan-1-yl)butanamide (Delta Mass:-2.016)'","CCMSLIB00005776948",2449,"Drug_suspect","lopinavir","lopinavir","HIV protease inhibitor","infectious disease","human immunodeficiency virus (HIV-1)","HIV protease inhibitor","KJHKTHWMRKYKJE-SUGCFTRWSA-N"
"CCMSLIB00012724959","related spectra of 'Massbank:EQ362701 Lacosamide|N2-Acetyl-N-benzyl-O-methyl-D-serinamide|2-acetamido-N-benzyl-3-methoxypropanamide (Delta Mass:-14.016)'","CCMSLIB00005735123",2599,"Drug_suspect","lacosamide","no_match","other antiepileptics","neurology/psychiatry","seizures","sodium channel modulator","VPPJLAIAVCUEMN-UHFFFAOYSA-N"
"CCMSLIB00012724960","related spectra of 'Massbank:EQ362701 Lacosamide|N2-Acetyl-N-benzyl-O-methyl-D-serinamide|2-acetamido-N-benzyl-3-methoxypropanamide (Delta Mass:15.995)'","CCMSLIB00005735123",2600,"Drug_suspect","lacosamide","no_match","other antiepileptics","neurology/psychiatry","seizures","sodium channel modulator","VPPJLAIAVCUEMN-UHFFFAOYSA-N"
"CCMSLIB00012724961","related spectra of 'Massbank:EQ362902 delta9-Tetrahydrocannabinol|delta9-THC|6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol (Delta Mass:-28.031)'","CCMSLIB00005736746",2601,"Drug_suspect","dronabinol","no_match","cannabinoid","gastroenterology|neurology/psychiatry","anorexia|weight loss|nausea|vomiting","cannabinoid receptor agonist","CYQFCXCEBYINGO-UHFFFAOYSA-N"
"CCMSLIB00012724962","related spectra of 'Massbank:EQ367603 Doxepine|Doxepin|3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine (Delta Mass:-14.016)'","CCMSLIB00005735291",2602,"Drug_suspect","doxepin","doxepin","tricyclic antidepressant (TCA)","neurology/psychiatry","depression|anxiety","histamine receptor antagonist","ODQWQRRAPPTVAG-UHFFFAOYSA-N"
"CCMSLIB00012724963","related spectra of 'Massbank:EQ369203 Nortriptyline|3-(5,6-dihydrodibenzo[2,1-b:2`,1`-f][7]annulen-11-ylidene)-N-methylpropan-1-amine (Delta Mass:-14.016)'","CCMSLIB00005730683",2603,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012724964","related spectra of 'Massbank:EQ369203 Nortriptyline|3-(5,6-dihydrodibenzo[2,1-b:2`,1`-f][7]annulen-11-ylidene)-N-methylpropan-1-amine (Delta Mass:29.995)'","CCMSLIB00005730683",2604,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012724965","related spectra of 'Massbank:EQ369203 Nortriptyline|3-(5,6-dihydrodibenzo[2,1-b:2`,1`-f][7]annulen-11-ylidene)-N-methylpropan-1-amine (Delta Mass:30.01)'","CCMSLIB00005730683",2605,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012724966","related spectra of 'Massbank:EQ369204 Nortriptyline|3-(5,6-dihydrodibenzo[2,1-b:2`,1`-f][7]annulen-11-ylidene)-N-methylpropan-1-amine (Delta Mass:30.01)'","CCMSLIB00005736187",2606,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012724967","related spectra of 'Massbank:FIO00344 Praziquantel (Delta Mass:-12.036)'","CCMSLIB00000214089|CCMSLIB00000215570",2607,"Drug_suspect","praziquantel","praziquantel","anthelmintic","infectious disease","gastrointestinal parasites|cystic hydatid disease|schistosomiasis","anthelmintic agent","FSVJFNAIGNNGKK-UHFFFAOYSA-N"
