FeatureID,SpectrumID,row m/z,row retention time,Compound_Name,name_compound,name_parent_compound,cleanup_name_drug_only,Group,chemical_source,pharmacologic_class,therapeutic_area,therapeutic_indication,Final_class
13958,CCMSLIB00013652789,442.1633889,4.0713716,related spectra of 'losartan (Delta Mass:18.99)',related spectra of 'losartan (Delta Mass:18.99)',losartan,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
20001,CCMSLIB00013654506,437.1492363,5.1594706,related spectra of 'losartan  (Delta Mass:13.98)',related spectra of 'losartan  (Delta Mass:13.98)',losartan ,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
13889,CCMSLIB00013643618,439.1642958,4.085263,related spectra of 'Losartan carboxylic acid [EXP3174] (Delta Mass:2.016)',related spectra of 'losartan carboxylic acid [exp3174] (delta mass:2.016)',losartan carboxylic acid,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
13762,CCMSLIB00013650677,453.1447174,4.2701592,related spectra of 'Losartan carboxylic acid [EXP3174] (Delta Mass:15.995)',related spectra of 'losartan carboxylic acid [exp3174] (delta mass:15.995)',losartan carboxylic acid,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
18178,CCMSLIB00013654601,425.1663385,4.8003807,"""related spectra of 'losartan (Delta Mass:2.00)', 'losartan  (Delta Mass:2.00)'""",related spectra of 'losartan (Delta Mass:2.00)'|'losartan  (Delta Mass:2.00)',losartan|losartan ,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
15692,CCMSLIB00013654602,437.1506888,4.401512,"""related spectra of 'losartan (Delta Mass:13.98)', 'losartan  (Delta Mass:13.98)'""",related spectra of 'losartan (Delta Mass:13.98)'|'losartan  (Delta Mass:13.98)',losartan|losartan ,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
18176,CCMSLIB00013653958,426.1685404,4.8016267,"""related spectra of 'losartan (Delta Mass:3.00)', 'losartan  (Delta Mass:3.00)'""",related spectra of 'losartan (Delta Mass:3.00)'|'losartan  (Delta Mass:3.00)',losartan|losartan ,losartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|diabetic nephropathy,cardiology medication
21195,CCMSLIB00013654710,893.4435521,5.3289027,Valsartan,valsartan,valsartan,valsartan,both,Medical,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
21205,CCMSLIB00013655081,871.4603336,5.339429,Valsartan,valsartan,valsartan,valsartan,both,Medical,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
21238,CCMSLIB00013650729,458.2155648,5.364461,VALSARTAN,valsartan,valsartan,valsartan,both,Medical,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
19863,CCMSLIB00013650678,436.2292023,5.2867875,Massbank:AU111202 Valsartan|(2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid,valsartan,valsartan,valsartan,both,Medical,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
17499,CCMSLIB00013650728,452.2284788,4.5525804,related spectra of 'Spectral Match to Valsartan from NIST14 (Delta Mass:15.995)',related spectra of 'spectral match to valsartan from nist14 (delta mass:15.995)',valsartan,valsartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
16536,CCMSLIB00013652929,474.2147316,4.5457044,related spectra of 'VALSARTAN (Delta Mass:15.995)',related spectra of 'valsartan (delta mass:15.995)',valsartan,valsartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
20330,CCMSLIB00013652935,418.2145775,5.267873,related spectra of 'valsartan (Delta Mass:-18.01)',related spectra of 'valsartan (Delta Mass:-18.01)',valsartan,valsartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
23580,CCMSLIB00013653916,392.2476576,5.873202,related spectra of 'valsartan (Delta Mass:-43.99)',related spectra of 'valsartan (Delta Mass:-43.99)',valsartan,valsartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
19939,CCMSLIB00013646592,453.2571182,5.233295,"""related spectra of 'valsartan (Delta Mass:17.03)', 'valsartan  (Delta Mass:17.03)'""",related spectra of 'valsartan (Delta Mass:17.03)'|'valsartan  (Delta Mass:17.03)',valsartan|valsartan ,valsartan,both,Drug_analog,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,cardiology medication
8337,CCMSLIB00013654595,150.1277083,2.648008,Methamphetamine,methamphetamine,methamphetamine,methamphetamine,drug_only,Medical,central nervous system stimulant,drug of abuse,psychostimulant,central nervous system stimulant
10589,CCMSLIB00013654596,290.1383143,3.495212,Norcocaine,norcocaine,cocaine,norcocaine,metabolite_only,Drug metabolite,central nervous system stimulant,drug of abuse,psychostimulant,central nervous system stimulant
21600,CCMSLIB00013650680,410.1560274,5.4651427,Ezetimibe,ezetimibe,ezetimibe,ezetimibe,both,Medical,dietary cholesterol absorption inhibitor,endocrinology|metabolism|genetics,hyperlipidemia|hypercholesterolemia|sitosterolemia,dietary cholesterol absorption inhibitor
21710,CCMSLIB00013645485,392.14564,5.446736,related spectra of 'ezetimibe (Delta Mass:-18.01)',related spectra of 'ezetimibe (Delta Mass:-18.01)',ezetimibe,ezetimibe,both,Drug_analog,dietary cholesterol absorption inhibitor,endocrinology|metabolism|genetics,hyperlipidemia|hypercholesterolemia|sitosterolemia,dietary cholesterol absorption inhibitor
8518,CCMSLIB00013653042,291.1451491,3.020139,"Massbank:AU266602 Trimethoprim|5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",trimethoprim,trimethoprim,trimethoprim,both,Medical,dihydrofolate reductase inhibitor antibacterial,infectious disease,urinary tract infections|ear infections|gastrointestinal infections,dihydrofolate reductase inhibitor antibacterial
7742,CCMSLIB00013653042,277.1341454,2.5796168,related spectra of 'trimethoprim  (Delta Mass:-14.02)',related spectra of 'trimethoprim  (Delta Mass:-14.02)',trimethoprim ,trimethoprim,both,Drug_analog,dihydrofolate reductase inhibitor antibacterial,infectious disease,urinary tract infections|ear infections|gastrointestinal infections,dihydrofolate reductase inhibitor antibacterial
16007,CCMSLIB00013650708,409.1525978,4.4436502,Amlodipine,amlodipine,amlodipine,amlodipine,drug_only,Medical,dihydropyridine calcium channel blocker,cardiology,hypertension|chronic stable angina|vasospastic angina|coronary artery disease (CAD),dihydropyridine calcium channel blocker
12853,CCMSLIB00013655150,408.1250578,3.663838,"Massbank:AU225709 Sitagliptin|(3R)-3-amino-1-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one",sitagliptin,sitagliptin,sitagliptin,both,Medical,dipeptidyl peptidase-4 (DPP-4) inhibitor,endocrinology,type 2 diabetes mellitus,dipeptidyl peptidase-4 (DPP-4) inhibitor
11315,CCMSLIB00013655121,409.1281121,3.663838,related spectra of 'sitagliptin (Delta Mass:1.00)',related spectra of 'sitagliptin (Delta Mass:1.00)',sitagliptin,sitagliptin,both,Drug_analog,dipeptidyl peptidase-4 (DPP-4) inhibitor,endocrinology,type 2 diabetes mellitus,dipeptidyl peptidase-4 (DPP-4) inhibitor
22385,CCMSLIB00013655323,306.2064519,5.781686,related spectra of 'vildagliptin (Delta Mass:2.00)',related spectra of 'vildagliptin (Delta Mass:2.00)',vildagliptin,vildagliptin,analog_only,Drug_analog,dipeptidyl peptidase-4 (DPP-4) inhibitor,endocrinology,type 2 diabetes mellitus,dipeptidyl peptidase-4 (DPP-4) inhibitor
17333,CCMSLIB00013645214,314.6657092,4.6574035,BIBR-1048 (Dabigatran),dabigatran,dabigatran,dabigatran,drug_only,Medical,direct thrombin inhibitor,neurology/psychiatry|hematology|cardiology,stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE),direct thrombin inhibitor
17334,CCMSLIB00013650692,628.3265839,4.7264247,ethyl 3-[[2-[[4-(N'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate,ethyl 3-[[2-[[4-(n'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate ,ethyl 3-[[2-[[4-(n'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate ,ethyl 3-[[2-[[4-(N'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate ,both,Medical,direct thrombin inhibitor,neurology/psychiatry|hematology|cardiology,stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE),direct thrombin inhibitor
14540,CCMSLIB00013649585,600.2936611,4.2525773,related spectra of 'ethyl 3-[[2-[[4-(n'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate  (Delta Mass:-28.03)',related spectra of 'ethyl 3-[[2-[[4-(n'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate  (Delta Mass:-28.03)',ethyl 3-[[2-[[4-(n'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate ,ethyl 3-[[2-[[4-(N'-hexoxycarbonylcarbamimidoyl)anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate ,both,Drug_analog,direct thrombin inhibitor,neurology/psychiatry|hematology|cardiology,stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE),direct thrombin inhibitor
8895,CCMSLIB00013642186,371.1963566,3.1530695,"""related spectra of 'NCGC00015878-07!methyl 18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate (Delta Mass:15.995)'""","related spectra of 'ncgc00015878-07!methyl 18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate (delta mass:15.995)'",yohimbine,yohimbine,analog_only,Drug_analog,drugs used in erectile dysfunction,urology,erectile dysfunction,drugs used in erectile dysfunction
14000,CCMSLIB00013645352,475.2111263,4.119769,Sildenafil - Dark Web Drugs,sildenafil,sildenafil,sildenafil,both,Medical,phosphodiesterase-5 (PDE-5) inhibitor,urology|cardiology,erectile dysfunction|pulmonary arterial hypertension (PAH),erectile dysfunction
13068,CCMSLIB00013644139,449.1963799,3.9349682,related spectra of 'sildenafil (Delta Mass:-26.02)',related spectra of 'sildenafil (Delta Mass:-26.02)',sildenafil,sildenafil,both,Drug_analog,phosphodiesterase-5 (PDE-5) inhibitor,urology|cardiology,erectile dysfunction|pulmonary arterial hypertension (PAH),erectile dysfunction
10836,CCMSLIB00013648710,491.2069813,3.566698,related spectra of 'sildenafil (Delta Mass:15.99)',related spectra of 'sildenafil (Delta Mass:15.99)',sildenafil,sildenafil,both,Drug_analog,phosphodiesterase-5 (PDE-5) inhibitor,urology|cardiology,erectile dysfunction|pulmonary arterial hypertension (PAH),erectile dysfunction
16485,CCMSLIB00013642910,463.1754702,4.511708,related spectra of 'sildenafil (Delta Mass:-12.04)',related spectra of 'sildenafil (Delta Mass:-12.04)',sildenafil,sildenafil,both,Drug_analog,phosphodiesterase-5 (PDE-5) inhibitor,urology|cardiology,erectile dysfunction|pulmonary arterial hypertension (PAH),erectile dysfunction
14171,CCMSLIB00013650703,461.1968222,4.1133327,related spectra of 'sildenafil (Delta Mass:-14.02)',related spectra of 'sildenafil (Delta Mass:-14.02)',sildenafil,sildenafil,both,Drug_analog,phosphodiesterase-5 (PDE-5) inhibitor,urology|cardiology,erectile dysfunction|pulmonary arterial hypertension (PAH),erectile dysfunction
21201,CCMSLIB00013648286,406.1914951,5.3263054,enclomifene - 40.0 eV,clomifene,clomifene,clomifene,drug_only,Medical,estrogen agonist/antagonist,obstetrics/gynecology,infertility,estrogen agonist/antagonist
16505,CCMSLIB00013643731,460.1974059,4.5252113,Apixaban,apixaban ,apixaban ,apixaban,both,Medical,factor Xa inhibitor,hematology|cardiology,stroke|systemic embolism|pulmonary embolism (PE)|atrial fibrillation (AF)|deep vein thrombosis (DVT),factor Xa inhibitor
16502,CCMSLIB00013643731,505.2520051,4.57026,related spectra of 'apixaban  (Delta Mass:28.03)',related spectra of 'apixaban  (Delta Mass:28.03)',apixaban ,apixaban,both,Drug_analog,factor Xa inhibitor,hematology|cardiology,stroke|systemic embolism|pulmonary embolism (PE)|atrial fibrillation (AF)|deep vein thrombosis (DVT),factor Xa inhibitor
16698,CCMSLIB00013655001,453.1027561,4.441988,"""related spectra of 'rivaroxaban  (Delta Mass:17.03)', '5-r-rivaroxaban  (Delta Mass:17.03)'""",related spectra of 'rivaroxaban  (Delta Mass:17.03)'|'5-r-rivaroxaban  (Delta Mass:17.03)',rivaroxaban |5-r-rivaroxaban ,rivaroxaban,analog_only,Drug_analog,factor Xa inhibitor|factor Xa inhibitor},hematology|cardiology|neurology/psychiatry,stroke|systemic embolism|atrial fibrillation (AF)|deep vein thrombosis (DVT)|pulmonary embolism (PE),factor Xa inhibitor
20574,CCMSLIB00013655158,362.1094676,5.334433,Massbank:AU234106 Bezafibrate|2-[4-[2-[(4-chlorobenzoyl)amino]ethyl]phenoxy]-2-methylpropanoic acid,bezafibrate,bezafibrate,bezafibrate,drug_only,Medical,fibrates|peroxisome proliferator-activated receptor (PPAR) alpha agonist,cardiology|endocrinology,hypertriglyceridemia|hypercholesterolemia|hyperlipidemia,fibrates|peroxisome proliferator-activated receptor (PPAR) alpha agonist
28986,CCMSLIB00013643206,361.120182,6.9191103,Massbank:AU271006 Fenofibrate|propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,fenofibrate,fenofibrate,fenofibrate,both,Medical,fibrates|peroxisome proliferator-activated receptor (PPAR) alpha agonist,cardiology|endocrinology,hypertriglyceridemia|hypercholesterolemia|hyperlipidemia,fibrates|peroxisome proliferator-activated receptor (PPAR) alpha agonist
28966,CCMSLIB00013644044,363.117269,6.9172697,related spectra of 'fenofibrate (Delta Mass:2.00)',related spectra of 'fenofibrate (Delta Mass:2.00)',fenofibrate,fenofibrate,both,Drug_analog,fibrates|peroxisome proliferator-activated receptor (PPAR) alpha agonist,cardiology|endocrinology,hypertriglyceridemia|hypercholesterolemia|hyperlipidemia,fibrates|peroxisome proliferator-activated receptor (PPAR) alpha agonist
9253,CCMSLIB00013643286,362.1492867,3.2136714,"Massbank:AU103303 Ofloxacin|7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",ofloxacin,ofloxacin,ofloxacin,drug_only,Medical,fluoroquinolone antimicrobial,infectious disease,pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague|gram-negative bacterial infections|gram-positive bacterial infections,fluoroquinolone antimicrobial
6859,CCMSLIB00013642565,160.1331579,2.5850618,MoNA:681420 Lyrica (TN),pregabalin,pregabalin,pregabalin,drug_only,Medical,gabapentinoids,neurology/psychiatry,neuropathic pain|seizures,gabapentinoids
24077,CCMSLIB00013645202,317.0952895,5.9305987,Febuxostat (Uloric),febuxostat,febuxostat,febuxostat,both,Medical,xanthine oxidase inhibitor,rheumatology,hyperuricemia|gout,gout medication
18001,CCMSLIB00013651356,333.0950705,4.794787,related spectra of 'Febuxostat (Delta Mass:15.995)',related spectra of 'febuxostat (delta mass:15.995)',febuxostat|febuxostat,febuxostat,both,Drug_analog,xanthine oxidase inhibitor,rheumatology,hyperuricemia|gout,gout medication
16833,CCMSLIB00013646573,502.2932293,4.4986696,Fexofenadine HCl,fexofenadine,fexofenadine,fexofenadine,drug_only,Medical,histamine-1 (H1) inhibitor,allergy,allergic rhinitis|urticaria,histamine-1 (H1) inhibitor
6165,CCMSLIB00013651869,338.0520797,2.3928244,FAMOTIDINE,famotidine,famotidine,famotidine,both,Medical,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|gastric ulcers,histamine-2 receptor antagonist
1674,CCMSLIB00013653120,354.0467949,0.97987354,related spectra of 'famotidine (Delta Mass:15.99)',related spectra of 'famotidine (Delta Mass:15.99)',famotidine,famotidine,both,Drug_analog,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|gastric ulcers,histamine-2 receptor antagonist
7101,CCMSLIB00013650740,339.0376911,2.6614528,related spectra of 'famotidine (Delta Mass:0.98)',related spectra of 'famotidine (Delta Mass:0.98)',famotidine,famotidine,both,Drug_analog,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|gastric ulcers,histamine-2 receptor antagonist
6269,CCMSLIB00013650683,500.1042355,2.3850563,related spectra of 'famotidine (Delta Mass:162.05)',related spectra of 'famotidine (Delta Mass:162.05)'|'famotidine  (Delta Mass:162.05)',famotidine,famotidine,both,Drug_analog,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|gastric ulcers,histamine-2 receptor antagonist
6650,CCMSLIB00013651900,315.1579935,2.5873244,RANITIDINE,ranitidine,ranitidine,ranitidine,both,Medical,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|Zollinger-Ellison syndrome|duodenal ulcer|gastric ulcer|erosive esophagitis|gastroesophageal reflux disease (GERD),histamine-2 receptor antagonist
11068,CCMSLIB00013650679,315.1450408,3.543105,RANITIDINE,ranitidine,ranitidine,ranitidine,both,Medical,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|Zollinger-Ellison syndrome|duodenal ulcer|gastric ulcer|erosive esophagitis|gastroesophageal reflux disease (GERD),histamine-2 receptor antagonist
6358,CCMSLIB00013654869,301.1327961,2.4186413,"MassbankEU:ET300102 RAN-dm|Desmethyl Ranitidine|(E)-1-N-methyl-1-N`-[2-[[5-(methylaminomethyl)furan-2-yl]methylsulfanyl]ethyl]-2-nitroethene-1,1-diamine",desmethyl ranitidine,ranitidine,ranitidine,both,Drug metabolite,histamine-2 (H2) receptor antagonist,gastroenterology,heartburn|Zollinger-Ellison syndrome|duodenal ulcer|gastric ulcer|erosive esophagitis|gastroesophageal reflux disease (GERD),histamine-2 receptor antagonist
16806,CCMSLIB00013641665,420.1361844,4.8302445,Dolutegravir,dolutegravir ,dolutegravir ,dolutegravir ,both,Medical,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV integrase strand transfer inhibitor (HIV INSTI)
17001,CCMSLIB00013654525,421.1385766,4.808728,related spectra of 'dolutegravir  (Delta Mass:1.00)',related spectra of 'dolutegravir  (Delta Mass:1.00)',dolutegravir ,dolutegravir ,both,Drug_analog,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV integrase strand transfer inhibitor (HIV INSTI)
18232,CCMSLIB00013655267,467.1445616,4.801103,Raltegravir (MK-0518),raltegravir,raltegravir,raltegravir,drug_only,Medical,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV integrase strand transfer inhibitor (HIV INSTI)
22194,CCMSLIB00013646161,467.145424,5.701865,Raltegravir (MK-0518),raltegravir,raltegravir,raltegravir,drug_only,Medical,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV integrase strand transfer inhibitor (HIV INSTI)
18132,CCMSLIB00013651872,445.1624633,4.785071,Raltegravir,raltegravir ,raltegravir ,raltegravir,drug_only,Medical,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV integrase strand transfer inhibitor (HIV INSTI)
8270,CCMSLIB00013642964,287.1612842,2.8968422,abacavir,abacavir ,abacavir ,abacavir,both,Medical,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
6582,CCMSLIB00013655041,319.1485472,2.529104,related spectra of 'abacavir (Delta Mass:31.99)',related spectra of 'abacavir (delta mass:31.99)',abacavir,abacavir,both,Drug_analog,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
6366,CCMSLIB00013654642,463.1938716,2.4757268,related spectra of 'abacavir (Delta Mass:176.032)',related spectra of 'abacavir (delta mass:176.032)',abacavir,abacavir,both,Drug_analog,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
5312,CCMSLIB00013654645,303.1610739,2.1789489,related spectra of 'abacavir (Delta Mass:15.99)',related spectra of 'abacavir (Delta Mass:15.99)',abacavir,abacavir,both,Drug_analog,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
8449,CCMSLIB00013654645,301.1405145,2.9360297,related spectra of 'abacavir (Delta Mass:13.98)',related spectra of 'abacavir (Delta Mass:13.98)',abacavir,abacavir,both,Drug_analog,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
8264,CCMSLIB00013646582,288.1649045,2.8984342,related spectra of 'abacavir (Delta Mass:1.00)',related spectra of 'abacavir (Delta Mass:1.00)',abacavir,abacavir,both,Drug_analog,HIV nucleoside analog reverse transcriptase inhibitor (HIV NRTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
15976,CCMSLIB00013646585,418.180055,4.4131002,related spectra of 'amprenavir  (Delta Mass:-88.05)',related spectra of 'amprenavir  (Delta Mass:-88.05)',amprenavir ,amprenavir,analog_only,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
21956,CCMSLIB00013651887,418.1786974,5.2464557,related spectra of 'amprenavir  (Delta Mass:-88.05)',related spectra of 'amprenavir  (Delta Mass:-88.05)',amprenavir ,amprenavir,analog_only,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
18067,CCMSLIB00013643730,353.1931415,4.6745777,Atazanavir sulfate,atazanavir,atazanavir,atazanavir,both,Medical,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
19507,CCMSLIB00013649282,727.3863288,4.8669176,"Massbank:AU214834 Atazanavir|methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]",atazanavir,atazanavir,atazanavir,both,Medical,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
17291,CCMSLIB00013652743,689.4050914,4.556111,"""related spectra of 'Massbank:AU214804 Atazanavir|methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl] (Delta Mass:-15.995)'""","related spectra of 'massbank:au214804 atazanavir|methyl n-[(2s)-1-[2-[(2s,3s)-2-hydroxy-3-[[(2s)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl] (delta mass:-15.995)'",atazanavir,atazanavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
18138,CCMSLIB00013653945,721.3872439,4.61002,related spectra of 'atazanavir (Delta Mass:15.99)',related spectra of 'atazanavir (Delta Mass:15.99)',atazanavir,atazanavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20072,CCMSLIB00013646484,701.3569513,5.085051,related spectra of 'atazanavir (Delta Mass:-4.03)',related spectra of 'atazanavir (Delta Mass:-4.03)',atazanavir,atazanavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
15224,CCMSLIB00013654994,737.3848027,4.315341,related spectra of 'atazanavir (Delta Mass:31.99)',related spectra of 'atazanavir (Delta Mass:31.99)',atazanavir,atazanavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
13402,CCMSLIB00013653929,647.4013675,3.9263954,related spectra of 'atazanavir (Delta Mass:-58.01)',related spectra of 'atazanavir (Delta Mass:-58.01)',atazanavir,atazanavir,both,Drug_analog,HIV protease inhibitor,infectious disease,human immunodeficiency virus (HIV-1),HIV medication
18998,CCMSLIB00013654748,450.1268464,4.9289756,Bictegravir,bictegravir,bictegravir,bictegravir,drug_only,Medical,HIV integrase strand transfer inhibitor (HIV INSTI),infectious disease,human immunodeficiency virus (HIV-1),HIV medication
20265,CCMSLIB00010149420,776.3614897,4.987254,Cobicistat,cobicistat ,cobicistat ,cobicistat,both,Medical,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
16777,CCMSLIB00013620164,792.3565919,4.5710535,related spectra of 'cobicistat  (Delta Mass:15.99)',related spectra of 'cobicistat  (Delta Mass:15.99)',cobicistat ,cobicistat,both,Drug_analog,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
16862,CCMSLIB00013630584,806.3356868,4.570611,related spectra of 'cobicistat  (Delta Mass:29.97)',related spectra of 'cobicistat  (Delta Mass:29.97)',cobicistat ,cobicistat,both,Drug_analog,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
18334,CCMSLIB00013632114,762.3455698,4.822735,related spectra of 'cobicistat  (Delta Mass:-14.02)',related spectra of 'cobicistat  (Delta Mass:-14.02)',cobicistat ,cobicistat,both,Drug_analog,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
15957,CCMSLIB00013632124,778.3402056,4.4302616,related spectra of 'cobicistat  (Delta Mass:1.98)',related spectra of 'cobicistat  (Delta Mass:1.98)',cobicistat ,cobicistat,both,Drug_analog,CYP3A inhibitor,metabolism,atazanavir treatment|darunavir treatment,HIV medication
